"Gender","Ethnicity","EEO4.Description","EEOP.Job.Group.Description","Department","EEO.Function","Age","Employment.Status"
0,6,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,5,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,7,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,5,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,5,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
0,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
0,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,7,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,2,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,4,"Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,7,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,7,"Protective Service Workers","Protective Services-Non Sworn","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,0,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,4,"Technicians","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,0,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,7,"Technicians","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,5,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
0,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,7,"Administrative Support","Administrative Support","AGRICULTURE & ENVIRON MGMT",5,2,0
1,6,"Service Maintenance","Service Maintenance","AGRICULTURE & ENVIRON MGMT",5,2,0
1,7,"Administrative Support","Administrative Support","ASSESSOR",7,2,0
1,5,"Administrative Support","Administrative Support","BEHAVIORAL HEALTH SERVICES",8,2,0
1,6,"Administrative Support","Administrative Support","BEHAVIORAL HEALTH SERVICES",8,2,0
1,7,"Paraprofessionals","Technicians","BEHAVIORAL HEALTH SERVICES",8,2,0
1,4,"Paraprofessionals","Administrative Support","BEHAVIORAL HEALTH SERVICES",8,2,1
1,0,"Administrative Support","Administrative Support","COMMUNICATIONS",9,2,0
0,4,"Professionals","Professionals","CONTROLLER TREASURER",7,2,0
1,7,"Professionals","Professionals","COUNTY COUNSEL",7,2,1
0,5,"Professionals","Officials and Adminstrators","COUNTY EXECUTIVE",7,2,0
1,5,"Professionals","Professionals","COUNTY EXECUTIVE",7,2,1
0,0,"Administrative Support","Administrative Support","COUNTY LIBRARY",11,2,1
0,4,"Administrative Support","Administrative Support","COUNTY LIBRARY",11,2,1
1,7,"Administrative Support","Administrative Support","COUNTY LIBRARY",11,2,0
1,5,"Administrative Support","Administrative Support","COUNTY LIBRARY",11,2,0
1,7,"Administrative Support","Administrative Support","COUNTY LIBRARY",11,2,0
0,6,"Administrative Support","Administrative Support","COUNTY LIBRARY",11,2,0
0,0,"Administrative Support","Administrative Support","PARKS & RECREATION",5,2,1
1,0,"Administrative Support","Administrative Support","PARKS & RECREATION",5,2,1
0,0,"Service Maintenance","Service Maintenance","PARKS & RECREATION",5,2,0
1,5,"Protective Service Workers","Protective Services - Sworn","PARKS & RECREATION",5,2,1
1,0,"Technicians","Protective Services - Sworn","PARKS & RECREATION",5,2,1
1,4,"Professionals","Professionals","CUSTODY HEALTH SERVICES",8,2,1
0,5,"Technicians","Technicians","DEPARTMENT OF CORRECTION",4,2,0
1,4,"Professionals","Officials and Adminstrators","DEPT OF ENVIRONMENTAL HEALTH",5,2,0
0,0,"Professionals","Officials and Adminstrators","DEPT OF ENVIRONMENTAL HEALTH",5,2,0
1,4,"Professionals","Officials and Adminstrators","DEPT OF ENVIRONMENTAL HEALTH",5,2,0
1,0,"Professionals","Professionals","DISTRICT ATTORNEY",7,2,0
1,5,"Professionals","Professionals","DISTRICT ATTORNEY",7,2,0
0,5,"Service Maintenance","Service Maintenance","FACILITIES AND FLEET",7,2,0
0,5,"Service Maintenance","Service Maintenance","FACILITIES AND FLEET",7,2,0
1,5,"Paraprofessionals","Technicians","MEDICAL EXAMINER-CORONER",9,2,1
1,0,"Professionals","Professionals","MEDICAL EXAMINER-CORONER",9,2,1
0,4,"Administrative Support","Administrative Support","OFFICE OF SUPPORTIVE HOUSING",2,2,0
1,5,"Administrative Support","Administrative Support","PROBATION",4,2,0
1,5,"Service Maintenance","Service Maintenance","PROBATION",4,2,0
1,5,"Paraprofessionals","Administrative Support","PROBATION",4,2,1
1,7,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,2,1
1,5,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,2,0
1,0,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,2,1
0,5,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,2,1
1,0,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,2,0
0,4,"Professionals","Officials and Adminstrators","PROBATION",4,2,0
1,7,"Professionals","Professionals","PROBATION",4,2,1
1,7,"Administrative Support","Administrative Support","PUBLIC DEFENDER",7,2,0
0,7,"Paraprofessionals","Administrative Support","PUBLIC DEFENDER",7,2,0
0,7,"Professionals","Professionals","PUBLIC DEFENDER",7,2,0
1,5,"Administrative Support","Administrative Support","PUBLIC HEALTH",8,2,0
0,4,"Paraprofessionals","Administrative Support","PUBLIC HEALTH",8,2,1
1,5,"Paraprofessionals","Administrative Support","PUBLIC HEALTH",8,2,0
1,2,"Professionals","Professionals","PUBLIC HEALTH",8,2,0
0,7,"Administrative Support","Administrative Support","REGISTRAR OF VOTERS",11,2,1
1,7,"Administrative Support","Administrative Support","REGISTRAR OF VOTERS",11,2,1
1,7,"Administrative Support","Administrative Support","REGISTRAR OF VOTERS",11,2,1
0,7,"Administrative Support","Administrative Support","REGISTRAR OF VOTERS",11,2,1
1,7,"Administrative Support","Administrative Support","REGISTRAR OF VOTERS",11,2,0
0,0,"Service Maintenance","Skilled Craft","ROADS AND AIRPORTS",3,2,0
0,5,"Protective Service Workers","Protective Services-Non Sworn","SHERIFF SERVICES",9,2,0
0,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES",9,2,0
0,4,"Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES",9,2,0
0,0,"Protective Service Workers","Protective Services-Non Sworn","SHERIFF SERVICES",9,2,1
0,0,"Protective Service Workers","Protective Services-Non Sworn","SHERIFF SERVICES",9,2,1
1,5,"Professionals","Professionals","SHERIFF SERVICES",9,2,1
0,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
1,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
0,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
0,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
0,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
0,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
1,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
0,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
0,0,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
1,6,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
0,6,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
1,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
0,6,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
0,6,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
1,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
1,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
0,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
1,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
1,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
1,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,2,0
1,5,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,2,0
1,6,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,2,0
1,5,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,2,0
1,0,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,2,0
0,5,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,2,0
1,7,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,2,0
1,7,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,2,0
1,6,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,2,0
0,5,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,2,0
1,5,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,2,0
1,4,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,2,0
1,7,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,2,0
0,3,"Paraprofessionals","Administrative Support","SOCIAL SERVICES AGENCY",10,2,0
0,4,"Professionals","Officials and Adminstrators","SOCIAL SERVICES AGENCY",10,2,0
1,5,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,2,0
1,5,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,2,1
1,5,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,2,0
1,5,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,2,0
0,5,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,2,1
0,5,"No EEO-4 Reporting","Professionals","BOARD OF SUPERVISORS",7,2,1
0,7,"No EEO-4 Reporting","Professionals","BOARD OF SUPERVISORS",7,2,1
1,5,"Technicians","Technicians","VALLEY HEALTH PLAN",8,2,1
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,7,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,6,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
0,0,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,5,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,5,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,4,"Service Maintenance","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
0,5,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,7,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Paraprofessionals","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
0,0,"Paraprofessionals","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
0,5,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
0,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
0,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,7,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,5,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,7,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,5,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,5,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,2,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,5,"Protective Service Workers","Protective Services-Non Sworn","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
0,5,"Protective Service Workers","Protective Services-Non Sworn","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,5,"Protective Service Workers","Protective Services-Non Sworn","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,4,"Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,5,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Technicians","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
0,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,6,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,2,1
