Gender,Ethnicity,EEO4 Description,EEOP Job Group Description,Department  ,EEO Function,Age,Employment Status
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Probationary
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Probationary
Female,Not Applicable,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Probationary
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Female,Not Applicable,Service Maintenance,Service Maintenance,AGRICULTURE & ENVIRON MGMT,Natural Resources,20 - 29,Classified  Permanent
Female,White,Service Maintenance,Service Maintenance,AGRICULTURE & ENVIRON MGMT,Natural Resources,20 - 29,Classified  Permanent
Male,Not Applicable,Paraprofessionals,Technicians,AGRICULTURE & ENVIRON MGMT,Natural Resources,20 - 29,Unclassified Extra Help
Male,Not Applicable,Administrative Support,Administrative Support,ASSESSOR,Financial Administration,20 - 29,Classified Probationary
Female,Not Applicable,Administrative Support,Administrative Support,ASSESSOR,Financial Administration,20 - 29,Classified Probationary
Female,Asian,Administrative Support,Administrative Support,BEHAVIORAL HEALTH SERVICES,Health,20 - 29,Classified Probationary
Female,Asian,Administrative Support,Administrative Support,BEHAVIORAL HEALTH SERVICES,Health,20 - 29,Classified Probationary
Male,Hispanic/Latino,Service Maintenance,Service Maintenance,BEHAVIORAL HEALTH SERVICES,Health,20 - 29,Unclassified Extra Help
Female,Not Applicable,Administrative Support,Administrative Support,CLERK OF THE BOARD,Financial Administration,20 - 29,Unclassified  Benefits
Female,Not Applicable,Administrative Support,Administrative Support,COMMUNICATIONS,Police Protection,20 - 29,Classified  Permanent
Female,Not Applicable,Administrative Support,Administrative Support,COMMUNICATIONS,Police Protection,20 - 29,Classified Probationary
Female,Hispanic/Latino,Administrative Support,Administrative Support,COMMUNICATIONS,Police Protection,20 - 29,Unclassified  Benefits
Female,Asian,Administrative Support,Administrative Support,COMMUNICATIONS,Police Protection,20 - 29,Classified Probationary
Female,Asian,Administrative Support,Administrative Support,COMMUNITY HEALTH SERVICES,Health,20 - 29,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,COUNTY EXECUTIVE,Financial Administration,20 - 29,Classified Provisional
Male,Asian,Paraprofessionals,Administrative Support,COUNTY EXECUTIVE,Financial Administration,20 - 29,Unclassified Extra Help
Male,Not Applicable,Paraprofessionals,Technicians,COUNTY EXECUTIVE,Financial Administration,20 - 29,Unclassified Extra Help
Male,Hispanic/Latino,Administrative Support,Administrative Support,COUNTY LIBRARY,Other,20 - 29,Unclassified Extra Help
Male,White,Administrative Support,Administrative Support,COUNTY LIBRARY,Other,20 - 29,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,COUNTY LIBRARY,Other,20 - 29,Classified Probationary
Female,White,Administrative Support,Administrative Support,COUNTY LIBRARY,Other,20 - 29,Classified Probationary
Female,White,Paraprofessionals,Administrative Support,COUNTY LIBRARY,Other,20 - 29,Classified Probationary
Female,Not Applicable,Professionals,Professionals,COUNTY LIBRARY,Other,20 - 29,Classified  Permanent
Male,Asian,Administrative Support,Administrative Support,PARKS & RECREATION,Natural Resources,20 - 29,Unclassified Extra Help
Male,White,Service Maintenance,Service Maintenance,PARKS & RECREATION,Natural Resources,20 - 29,Unclassified Extra Help
Male,Hispanic/Latino,Service Maintenance,Service Maintenance,PARKS & RECREATION,Natural Resources,20 - 29,Unclassified Extra Help
Female,White,Service Maintenance,Service Maintenance,PARKS & RECREATION,Natural Resources,20 - 29,Unclassified Extra Help
Male,Hispanic/Latino,Service Maintenance,Service Maintenance,PARKS & RECREATION,Natural Resources,20 - 29,Classified Provisional
Female,Hispanic/Latino,Service Maintenance,Service Maintenance,PARKS & RECREATION,Natural Resources,20 - 29,Classified Provisional
Male,White,Service Maintenance,Service Maintenance,PARKS & RECREATION,Natural Resources,20 - 29,Classified Provisional
Female,White,Service Maintenance,Service Maintenance,PARKS & RECREATION,Natural Resources,20 - 29,Unclassified Extra Help
Female,Asian,Professionals,Professionals,CUSTODY HEALTH SERVICES,Health,20 - 29,Unclassified Extra Help
Female,Not Applicable,Professionals,Officials and Adminstrators,DEPT OF ENVIRONMENTAL HEALTH,Natural Resources,20 - 29,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,DEPT OF TAX AND COLLECTIONS,Financial Administration,20 - 29,Classified Probationary
Female,Not Applicable,Administrative Support,Administrative Support,DEPT OF TAX AND COLLECTIONS,Financial Administration,20 - 29,Classified Probationary
Female,Not Applicable,Paraprofessionals,Technicians,DEPT OF TAX AND COLLECTIONS,Financial Administration,20 - 29,Unclassified Extra Help
Female,Not Applicable,Administrative Support,Administrative Support,DISTRICT ATTORNEY,Financial Administration,20 - 29,Classified Probationary
Female,Not Applicable,Administrative Support,Administrative Support,DISTRICT ATTORNEY,Financial Administration,20 - 29,Classified  Permanent
Male,Hispanic/Latino,Service Maintenance,Service Maintenance,DISTRICT ATTORNEY,Financial Administration,20 - 29,Classified  Permanent
Male,Hispanic/Latino,Paraprofessionals,Administrative Support,DISTRICT ATTORNEY,Financial Administration,20 - 29,Classified Probationary
Female,White,Professionals,Professionals,DISTRICT ATTORNEY,Financial Administration,20 - 29,Unclassified Extra Help
Male,White,Professionals,Professionals,DISTRICT ATTORNEY,Financial Administration,20 - 29,Unclassified Extra Help
Male,Hispanic/Latino,Service Maintenance,Service Maintenance,FACILITIES AND FLEET,Financial Administration,20 - 29,Classified  Permanent
Male,Asian,Paraprofessionals,Technicians,FACILITIES AND FLEET,Financial Administration,20 - 29,Unclassified Extra Help
Female,Hispanic/Latino,Paraprofessionals,Technicians,FACILITIES AND FLEET,Financial Administration,20 - 29,Unclassified Extra Help
Female,Asian,Administrative Support,Administrative Support,PROBATION,Corrections,20 - 29,Classified Probationary
Male,Hispanic/Latino,Service Maintenance,Service Maintenance,PROBATION,Corrections,20 - 29,Classified Probationary
Female,Asian,Paraprofessionals,Administrative Support,PROBATION,Corrections,20 - 29,Unclassified Extra Help
Female,Black/African American,Protective Service Workers,Protective Services - Sworn,PROBATION,Corrections,20 - 29,Unclassified Extra Help
Female,Hispanic/Latino,Protective Service Workers,Protective Services - Sworn,PROBATION,Corrections,20 - 29,Classified Probationary
Male,Asian,Protective Service Workers,Protective Services - Sworn,PROBATION,Corrections,20 - 29,Unclassified Extra Help
Female,Hispanic/Latino,Protective Service Workers,Protective Services - Sworn,PROBATION,Corrections,20 - 29,Classified Temp Provisional
Male,Two or More Races,Professionals,Officials and Adminstrators,PROBATION,Corrections,20 - 29,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,PUBLIC HEALTH,Health,20 - 29,Classified Probationary
Female,Asian,Paraprofessionals,Technicians,PUBLIC HEALTH,Health,20 - 29,Unclassified Extra Help
Male,Not Applicable,Administrative Support,Administrative Support,REGISTRAR OF VOTERS,Other,20 - 29,Unclassified Extra Help
Male,Not Applicable,Administrative Support,Administrative Support,REGISTRAR OF VOTERS,Other,20 - 29,Classified Probationary
Female,Not Applicable,Administrative Support,Administrative Support,REGISTRAR OF VOTERS,Other,20 - 29,Unclassified Extra Help
Female,Not Applicable,Administrative Support,Administrative Support,REGISTRAR OF VOTERS,Other,20 - 29,Unclassified Extra Help
Female,Not Applicable,Administrative Support,Administrative Support,REGISTRAR OF VOTERS,Other,20 - 29,Unclassified Extra Help
Male,Not Applicable,Administrative Support,Administrative Support,REGISTRAR OF VOTERS,Other,20 - 29,Unclassified Extra Help
Female,Not Applicable,Paraprofessionals,Technicians,REGISTRAR OF VOTERS,Other,20 - 29,Unclassified Extra Help
Female,Not Applicable,Paraprofessionals,Administrative Support,REGISTRAR OF VOTERS,Other,20 - 29,Unclassified Extra Help
Male,Not Applicable,Technicians,Skilled Craft,ROADS AND AIRPORTS,Streets and Highways,20 - 29,Classified Probationary
Female,Hispanic/Latino,Protective Service Workers,Protective Services-Non Sworn,SHERIFF SERVICES,Police Protection,20 - 29,Classified  Permanent
Female,Hispanic/Latino,Protective Service Workers,Protective Services - Sworn,SHERIFF SERVICES,Police Protection,20 - 29,Classified Probationary
Male,White,Protective Service Workers,Protective Services - Sworn,SHERIFF SERVICES,Police Protection,20 - 29,Classified Probationary
Male,Two or More Races,Protective Service Workers,Protective Services - Sworn,SHERIFF SERVICES,Police Protection,20 - 29,Classified Probationary
Male,White,Protective Service Workers,Protective Services-Non Sworn,SHERIFF SERVICES,Police Protection,20 - 29,Unclassified  Exempt
Male,Hispanic/Latino,Protective Service Workers,Protective Services-Non Sworn,SHERIFF SERVICES,Police Protection,20 - 29,Unclassified  Exempt
Female,Asian,Protective Service Workers,Protective Services-Non Sworn,SHERIFF SERVICES,Police Protection,20 - 29,Unclassified  Exempt
Male,Asian,Protective Service Workers,Protective Services-Non Sworn,SHERIFF SERVICES,Police Protection,20 - 29,Unclassified Extra Help
Male,Hispanic/Latino,Protective Service Workers,Protective Services - Sworn,SHERIFF-DOC CONTRACT,Corrections,20 - 29,Classified Probationary
Male,White,Protective Service Workers,Protective Services - Sworn,SHERIFF-DOC CONTRACT,Corrections,20 - 29,Classified Probationary
Male,Hispanic/Latino,Protective Service Workers,Protective Services - Sworn,SHERIFF-DOC CONTRACT,Corrections,20 - 29,Classified Probationary
Female,Hispanic/Latino,Protective Service Workers,Protective Services - Sworn,SHERIFF-DOC CONTRACT,Corrections,20 - 29,Classified Probationary
Male,White,Protective Service Workers,Protective Services - Sworn,SHERIFF-DOC CONTRACT,Corrections,20 - 29,Classified Probationary
Male,Black/African American,Protective Service Workers,Protective Services - Sworn,SHERIFF-DOC CONTRACT,Corrections,20 - 29,Classified Probationary
Female,Hispanic/Latino,Protective Service Workers,Protective Services - Sworn,SHERIFF-DOC CONTRACT,Corrections,20 - 29,Classified Probationary
Female,Hispanic/Latino,Protective Service Workers,Protective Services - Sworn,SHERIFF-DOC CONTRACT,Corrections,20 - 29,Classified Probationary
Male,Two or More Races,Protective Service Workers,Protective Services - Sworn,SHERIFF-DOC CONTRACT,Corrections,20 - 29,Classified  Permanent
Male,Hispanic/Latino,Protective Service Workers,Protective Services - Sworn,SHERIFF-DOC CONTRACT,Corrections,20 - 29,Classified  Permanent
Male,Hispanic/Latino,Protective Service Workers,Protective Services - Sworn,SHERIFF-DOC CONTRACT,Corrections,20 - 29,Classified Probationary
Male,Hispanic/Latino,Protective Service Workers,Protective Services - Sworn,SHERIFF-DOC CONTRACT,Corrections,20 - 29,Classified Probationary
Male,Hispanic/Latino,Protective Service Workers,Protective Services - Sworn,SHERIFF-DOC CONTRACT,Corrections,20 - 29,Classified Probationary
Female,Asian,Protective Service Workers,Protective Services - Sworn,SHERIFF-DOC CONTRACT,Corrections,20 - 29,Classified Probationary
Female,Two or More Races,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,20 - 29,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,20 - 29,Classified Probationary
Male,Asian,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,20 - 29,Classified  Permanent
Male,Asian,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,20 - 29,Classified Probationary
Female,Not Applicable,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,20 - 29,Classified Probationary
Male,Asian,Technicians,Technicians,SOCIAL SERVICES AGENCY,Public Welfare,20 - 29,Classified Probationary
Female,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,20 - 29,Classified  Permanent
Female,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,20 - 29,Classified  Permanent
Female,Black/African American,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,20 - 29,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,20 - 29,Classified  Permanent
Male,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,20 - 29,Classified Probationary
Female,White,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,20 - 29,Unclassified  Benefits
Female,Two or More Races,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,20 - 29,Classified Probationary
Male,Not Applicable,No EEO-4 Reporting,Professionals,BOARD OF SUPERVISORS,Financial Administration,20 - 29,Unclassified  Benefits
Female,Not Applicable,No EEO-4 Reporting,Professionals,BOARD OF SUPERVISORS,Financial Administration,20 - 29,Unclassified  Benefits
Male,Not Applicable,No EEO-4 Reporting,Professionals,BOARD OF SUPERVISORS,Financial Administration,20 - 29,Unclassified  Benefits
Female,Black/African American,Professionals,Officials and Adminstrators,VALLEY HEALTH PLAN,Health,20 - 29,Classified Provisional
Male,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Male,Two or More Races,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified  Permanent
Male,Two or More Races,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified  Permanent
Male,Not Applicable,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Female,Two or More Races,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Male,Not Applicable,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified  Permanent
Male,Two or More Races,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Temp Provisional
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Probationary
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Female,Hispanic/Latino,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified  Permanent
Female,Not Applicable,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified  Permanent
Female,Asian,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Probationary
Female,Hispanic/Latino,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Probationary
Female,Hispanic/Latino,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Female,Asian,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified  Permanent
Female,Asian,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Male,Asian,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified  Permanent
